i_stim,u_frozen,u_filter,group,seed,synchrony,lz_full,u_drift
0.10,0.950,-0.878281,repli,3048,0.0015816398,1.2206081058,0.000e+00
0.10,0.950,-0.878281,repli,3049,-0.0040886394,1.2568149080,0.000e+00
0.10,0.950,-0.878281,repli,3050,-0.0026899223,1.1934530041,0.000e+00
0.20,0.050,0.898281,canon,0,0.7673932880,1.6128484633,0.000e+00
0.20,0.050,0.898281,canon,1,0.7673387957,1.6139456392,0.000e+00
0.20,0.050,0.898281,canon,2,0.7444578702,1.6002309413,0.000e+00
0.20,0.050,0.898281,canon,3,0.7660163886,1.6114769936,0.000e+00
0.20,0.050,0.898281,canon,4,0.7757479303,1.5961165320,0.000e+00
0.20,0.050,0.898281,canon,5,0.8032320689,1.5988594716,0.000e+00
0.20,0.050,0.898281,canon,6,0.7862449650,1.6128484633,0.000e+00
0.20,0.050,0.898281,canon,7,0.7255263134,1.6103798177,0.000e+00
0.20,0.050,0.898281,canon,8,0.8402298139,1.6018767051,0.000e+00
0.20,0.050,0.898281,canon,9,0.8200212563,1.5955679441,0.000e+00
0.20,0.150,0.810340,canon,0,0.7487150114,1.5991337655,0.000e+00
0.20,0.150,0.810340,canon,1,0.8181457566,1.6048939386,0.000e+00
0.20,0.150,0.810340,canon,2,0.7362504907,1.5980365897,0.000e+00
0.20,0.150,0.810340,canon,3,0.7901979601,1.6035224688,0.000e+00
0.20,0.150,0.810340,canon,4,0.7819613004,1.5870648314,0.000e+00
0.20,0.150,0.810340,canon,5,0.8170343079,1.6007795293,0.000e+00
0.20,0.150,0.810340,canon,6,0.8185586971,1.6095569359,0.000e+00
0.20,0.150,0.810340,canon,7,0.7392155038,1.5961165320,0.000e+00
0.20,0.150,0.810340,canon,8,0.8056574191,1.5941964743,0.000e+00
0.20,0.150,0.810340,canon,9,0.7934148524,1.5933735924,0.000e+00
0.20,0.250,0.665794,canon,0,0.7062865167,1.6002309413,0.000e+00
0.20,0.250,0.665794,canon,1,0.7946997072,1.6002309413,0.000e+00
0.20,0.250,0.665794,canon,2,0.7004124936,1.6035224688,0.000e+00
0.20,0.250,0.665794,canon,3,0.7714002692,1.5952936501,0.000e+00
0.20,0.250,0.665794,canon,4,0.7517865554,1.5925507106,0.000e+00
0.20,0.250,0.665794,canon,5,0.7927522687,1.5947450622,0.000e+00
0.20,0.250,0.665794,canon,6,0.8040193810,1.5876134194,0.000e+00
0.20,0.250,0.665794,canon,7,0.7136592033,1.5983108837,0.000e+00
0.20,0.250,0.665794,canon,8,0.7736741087,1.5961165320,0.000e+00
0.20,0.250,0.665794,canon,9,0.7450461523,1.5867905375,0.000e+00
0.20,0.325,0.510354,canon,0,0.6360822407,1.6002309413,0.000e+00
0.20,0.325,0.510354,canon,1,0.7274195059,1.5898077710,0.000e+00
0.20,0.325,0.510354,canon,2,0.6284601299,1.6040710567,0.000e+00
0.20,0.325,0.510354,canon,3,0.7266150691,1.5955679441,0.000e+00
0.20,0.325,0.510354,canon,4,0.6818012968,1.5985851776,0.000e+00
0.20,0.325,0.510354,canon,5,0.7267297946,1.5969394139,0.000e+00
0.20,0.325,0.510354,canon,6,0.7455770932,1.5941964743,0.000e+00
0.20,0.325,0.510354,canon,7,0.6381653998,1.5922764166,0.000e+00
0.20,0.325,0.510354,canon,8,0.6913705502,1.5961165320,0.000e+00
0.20,0.325,0.510354,canon,9,0.6289204670,1.5922764166,0.000e+00
0.20,0.400,0.314216,canon,0,0.4848830718,1.5876134194,0.000e+00
0.20,0.400,0.314216,canon,1,0.5443632430,1.5909049468,0.000e+00
0.20,0.400,0.314216,canon,2,0.4603553460,1.5843218919,0.000e+00
0.20,0.400,0.314216,canon,3,0.5403451247,1.5881620073,0.000e+00
0.20,0.400,0.314216,canon,4,0.5376693468,1.5892591831,0.000e+00
0.20,0.400,0.314216,canon,5,0.5715456000,1.5925507106,0.000e+00
0.20,0.400,0.314216,canon,6,0.5820232353,1.5947450622,0.000e+00
0.20,0.400,0.314216,canon,7,0.4758953172,1.5876134194,0.000e+00
0.20,0.400,0.314216,canon,8,0.5449034461,1.5917278287,0.000e+00
0.20,0.400,0.314216,canon,9,0.4541872355,1.5876134194,0.000e+00
0.20,0.450,0.165800,canon,0,0.3230470031,1.5799331886,0.000e+00
0.20,0.450,0.165800,canon,1,0.3528274600,1.5738987215,0.000e+00
0.20,0.450,0.165800,canon,2,0.2645279914,1.5826761281,0.000e+00
0.20,0.450,0.165800,canon,3,0.3647060094,1.5895334770,0.000e+00
0.20,0.450,0.165800,canon,4,0.3813727590,1.5810303644,0.000e+00
0.20,0.450,0.165800,canon,5,0.3864728720,1.5815789523,0.000e+00
0.20,0.450,0.165800,canon,6,0.3753940697,1.5870648314,0.000e+00
0.20,0.450,0.165800,canon,7,0.3213852810,1.5802074825,0.000e+00
0.20,0.450,0.165800,canon,8,0.3970781019,1.5906306529,0.000e+00
0.20,0.450,0.165800,canon,9,0.2861349872,1.5758187792,0.000e+00
0.20,0.500,0.010000,canon,0,0.1546669872,1.5802074825,0.000e+00
0.20,0.500,0.010000,canon,1,0.1402374379,1.5714300759,0.000e+00
0.20,0.500,0.010000,canon,2,0.1367559029,1.5758187792,0.000e+00
0.20,0.500,0.010000,canon,3,0.1778734552,1.5859676556,0.000e+00
0.20,0.500,0.010000,canon,4,0.2327559795,1.5733501336,0.000e+00
0.20,0.500,0.010000,canon,5,0.1877407756,1.5793846007,0.000e+00
0.20,0.500,0.010000,canon,6,0.1930546468,1.5755444853,0.000e+00
0.20,0.500,0.010000,canon,7,0.1881748645,1.5771902490,0.000e+00
0.20,0.500,0.010000,canon,8,0.2132149789,1.5851447737,0.000e+00
0.20,0.500,0.010000,canon,9,0.1650411061,1.5717043699,0.000e+00
0.20,0.550,-0.145800,canon,0,0.0583567580,1.5818532463,0.000e+00
0.20,0.550,-0.145800,canon,1,0.0579782277,1.5769159551,0.000e+00
0.20,0.550,-0.145800,canon,2,0.0734240777,1.5777388369,0.000e+00
0.20,0.550,-0.145800,canon,3,0.0724550592,1.5769159551,0.000e+00
0.20,0.550,-0.145800,canon,4,0.1440625410,1.5747216034,0.000e+00
0.20,0.550,-0.145800,canon,5,0.0826393703,1.5818532463,0.000e+00
0.20,0.550,-0.145800,canon,6,0.0826502521,1.5843218919,0.000e+00
0.20,0.550,-0.145800,canon,7,0.0958720294,1.5760930732,0.000e+00
0.20,0.550,-0.145800,canon,8,0.0980825595,1.5845961858,0.000e+00
0.20,0.550,-0.145800,canon,9,0.0785785828,1.5730758397,0.000e+00
0.20,0.650,-0.429200,canon,0,0.0054153333,1.2680609602,0.000e+00
0.20,0.650,-0.429200,canon,1,-0.0044846837,1.2414544464,0.000e+00
0.20,0.650,-0.429200,canon,2,0.0030119251,1.1177478721,0.000e+00
0.20,0.650,-0.429200,canon,3,0.0051252435,1.2217052816,0.000e+00
0.20,0.650,-0.429200,canon,4,-0.0060739017,1.1429829161,0.000e+00
0.20,0.650,-0.429200,canon,5,-0.0005365658,1.1427086222,0.000e+00
0.20,0.650,-0.429200,canon,6,-0.0000540793,1.1213136936,0.000e+00
0.20,0.650,-0.429200,canon,7,0.0180625430,1.2334999217,0.000e+00
0.20,0.650,-0.429200,canon,8,0.0202708512,1.2836957157,0.000e+00
0.20,0.650,-0.429200,canon,9,0.0139465822,1.2392600948,0.000e+00
0.20,0.800,-0.726359,canon,0,0.0070075294,1.2406315646,0.000e+00
0.20,0.800,-0.726359,canon,1,-0.0057326742,1.1753496030,0.000e+00
0.20,0.800,-0.726359,canon,2,0.0027977274,1.0653577265,0.000e+00
0.20,0.800,-0.726359,canon,3,0.0053851054,1.2839700097,0.000e+00
0.20,0.800,-0.726359,canon,4,-0.0059346271,1.1369484491,0.000e+00
0.20,0.800,-0.726359,canon,5,0.0006551444,1.1676693722,0.000e+00
0.20,0.800,-0.726359,canon,6,-0.0027242461,1.1517603227,0.000e+00
0.20,0.800,-0.726359,canon,7,0.0103220841,1.2880844190,0.000e+00
0.20,0.800,-0.726359,canon,8,0.0148040934,1.2971361196,0.000e+00
0.20,0.800,-0.726359,canon,9,0.0280601923,1.2963132377,0.000e+00
0.20,0.950,-0.878281,canon,0,0.0120803132,1.3094793476,0.000e+00
0.20,0.950,-0.878281,canon,1,-0.0094363769,1.2721753696,0.000e+00
0.20,0.950,-0.878281,canon,2,0.0008120451,1.1207651056,0.000e+00
0.20,0.950,-0.878281,canon,3,0.0024133207,1.3081078778,0.000e+00
0.20,0.950,-0.878281,canon,4,-0.0035904618,1.2249968091,0.000e+00
0.20,0.950,-0.878281,canon,5,0.0071252447,1.3064621141,0.000e+00
0.20,0.950,-0.878281,canon,6,-0.0051756878,1.2315798640,0.000e+00
0.20,0.950,-0.878281,canon,7,0.0012434278,1.3064621141,0.000e+00
0.20,0.950,-0.878281,canon,8,0.0037482572,1.3476062075,0.000e+00
0.20,0.950,-0.878281,canon,9,0.0050352300,1.3698240180,0.000e+00
0.35,0.050,0.898281,canon,0,0.8361796631,1.6441179744,0.000e+00
0.35,0.050,0.898281,canon,1,0.8561759575,1.6336948040,0.000e+00
0.35,0.050,0.898281,canon,2,0.7834488468,1.6476837958,0.000e+00
0.35,0.050,0.898281,canon,3,0.8488952989,1.6375349194,0.000e+00
0.35,0.050,0.898281,canon,4,0.8198742682,1.6345176859,0.000e+00
0.35,0.050,0.898281,canon,5,0.8525077223,1.6452151502,0.000e+00
0.35,0.050,0.898281,canon,6,0.8706703883,1.6378092134,0.000e+00
0.35,0.050,0.898281,canon,7,0.8511462412,1.6427465046,0.000e+00
0.35,0.050,0.898281,canon,8,0.8648172785,1.6334205101,0.000e+00
0.35,0.050,0.898281,canon,9,0.7822627353,1.6350662738,0.000e+00
0.35,0.150,0.810340,canon,0,0.7987500919,1.6438436804,0.000e+00
0.35,0.150,0.810340,canon,1,0.8295532410,1.6339690980,0.000e+00
0.35,0.150,0.810340,canon,2,0.7452510667,1.6520724991,0.000e+00
0.35,0.150,0.810340,canon,3,0.8174351149,1.6394549771,0.000e+00
0.35,0.150,0.810340,canon,4,0.7934830613,1.6369863315,0.000e+00
0.35,0.150,0.810340,canon,5,0.8283479287,1.6468609139,0.000e+00
0.35,0.150,0.810340,canon,6,0.8522508822,1.6394549771,0.000e+00
0.35,0.150,0.810340,canon,7,0.8243910420,1.6460380321,0.000e+00
0.35,0.150,0.810340,canon,8,0.8399402546,1.6361634496,0.000e+00
0.35,0.150,0.810340,canon,9,0.7448977266,1.6397292711,0.000e+00
0.35,0.250,0.665794,canon,0,0.7104850053,1.6463123260,0.000e+00
0.35,0.250,0.665794,canon,1,0.7712308920,1.6512496172,0.000e+00
0.35,0.250,0.665794,canon,2,0.6649776701,1.6594784359,0.000e+00
0.35,0.250,0.665794,canon,3,0.7467440618,1.6457637381,0.000e+00
0.35,0.250,0.665794,canon,4,0.7261199285,1.6394549771,0.000e+00
0.35,0.250,0.665794,canon,5,0.7676653937,1.6542668507,0.000e+00
0.35,0.250,0.665794,canon,6,0.8059363845,1.6375349194,0.000e+00
0.35,0.250,0.665794,canon,7,0.7628232063,1.6474095018,0.000e+00
0.35,0.250,0.665794,canon,8,0.7796468269,1.6463123260,0.000e+00
0.35,0.250,0.665794,canon,9,0.6647328348,1.6457637381,0.000e+00
0.35,0.325,0.510354,canon,0,0.5678688385,1.6545411447,0.000e+00
0.35,0.325,0.510354,canon,1,0.6664537554,1.6509753233,0.000e+00
0.35,0.325,0.510354,canon,2,0.5543871273,1.6578326722,0.000e+00
0.35,0.325,0.510354,canon,3,0.6341067536,1.6490552656,0.000e+00
0.35,0.325,0.510354,canon,4,0.6019204071,1.6534439689,0.000e+00
0.35,0.325,0.510354,canon,5,0.6600865770,1.6633185513,0.000e+00
0.35,0.325,0.510354,canon,6,0.7116394371,1.6474095018,0.000e+00
0.35,0.325,0.510354,canon,7,0.6539444489,1.6608499057,0.000e+00
0.35,0.325,0.510354,canon,8,0.6741349620,1.6539925568,0.000e+00
0.35,0.325,0.510354,canon,9,0.5376889658,1.6583812601,0.000e+00
0.35,0.400,0.314216,canon,0,0.3267816957,1.6622213755,0.000e+00
0.35,0.400,0.314216,canon,1,0.4078522305,1.6583812601,0.000e+00
0.35,0.400,0.314216,canon,2,0.3589664619,1.6613984936,0.000e+00
0.35,0.400,0.314216,canon,3,0.4364122360,1.6564612024,0.000e+00
0.35,0.400,0.314216,canon,4,0.4324386109,1.6589298480,0.000e+00
0.35,0.400,0.314216,canon,5,0.4473875026,1.6545411447,0.000e+00
0.35,0.400,0.314216,canon,6,0.4777634560,1.6561869084,0.000e+00
0.35,0.400,0.314216,canon,7,0.4281520108,1.6627699634,0.000e+00
0.35,0.400,0.314216,canon,8,0.4384377444,1.6572840843,0.000e+00
0.35,0.400,0.314216,canon,9,0.3140302008,1.6501524414,0.000e+00
0.35,0.450,0.165800,canon,0,0.1680566987,1.6608499057,0.000e+00
0.35,0.450,0.165800,canon,1,0.2119798017,1.6586555540,0.000e+00
0.35,0.450,0.165800,canon,2,0.2089883262,1.6690787244,0.000e+00
0.35,0.450,0.165800,canon,3,0.2756965032,1.6600270238,0.000e+00
0.35,0.450,0.165800,canon,4,0.2874615396,1.6603013178,0.000e+00
0.35,0.450,0.165800,canon,5,0.2905423252,1.6603013178,0.000e+00
0.35,0.450,0.165800,canon,6,0.2694614085,1.6594784359,0.000e+00
0.35,0.450,0.165800,canon,7,0.2436446907,1.6638671392,0.000e+00
0.35,0.450,0.165800,canon,8,0.2572289315,1.6567354964,0.000e+00
0.35,0.450,0.165800,canon,9,0.1719934418,1.6597527299,0.000e+00
0.35,0.500,0.010000,canon,0,0.0758149304,1.6537182628,0.000e+00
0.35,0.500,0.010000,canon,1,0.0859548851,1.6550897326,0.000e+00
0.35,0.500,0.010000,canon,2,0.1108942736,1.6646900211,0.000e+00
0.35,0.500,0.010000,canon,3,0.1642489855,1.6594784359,0.000e+00
0.35,0.500,0.010000,canon,4,0.1709579944,1.6613984936,0.000e+00
0.35,0.500,0.010000,canon,5,0.1667690850,1.6592041420,0.000e+00
0.35,0.500,0.010000,canon,6,0.1230926760,1.6575583782,0.000e+00
0.35,0.500,0.010000,canon,7,0.1259804532,1.6564612024,0.000e+00
0.35,0.500,0.010000,canon,8,0.1332211557,1.6556383205,0.000e+00
0.35,0.500,0.010000,canon,9,0.0800423749,1.6564612024,0.000e+00
0.35,0.550,-0.145800,canon,0,0.0353178012,1.6517982051,0.000e+00
0.35,0.550,-0.145800,canon,1,0.0358603552,1.6517982051,0.000e+00
0.35,0.550,-0.145800,canon,2,0.0674238654,1.6548154387,0.000e+00
0.35,0.550,-0.145800,canon,3,0.1030335845,1.6556383205,0.000e+00
0.35,0.550,-0.145800,canon,4,0.1060395419,1.6586555540,0.000e+00
0.35,0.550,-0.145800,canon,5,0.0969877177,1.6507010293,0.000e+00
0.35,0.550,-0.145800,canon,6,0.0583363176,1.6608499057,0.000e+00
0.35,0.550,-0.145800,canon,7,0.0614848473,1.6490552656,0.000e+00
0.35,0.550,-0.145800,canon,8,0.0686965147,1.6496038535,0.000e+00
0.35,0.550,-0.145800,canon,9,0.0433042802,1.6633185513,0.000e+00
0.35,0.650,-0.429200,canon,0,0.0016314158,1.1273481606,0.000e+00
0.35,0.650,-0.429200,canon,1,0.0029343252,1.0963529435,0.000e+00
0.35,0.650,-0.429200,canon,2,0.0284470965,1.0697464298,0.000e+00
0.35,0.650,-0.429200,canon,3,0.0126068135,1.2699810179,0.000e+00
0.35,0.650,-0.429200,canon,4,0.0003487570,1.2186880481,0.000e+00
0.35,0.650,-0.429200,canon,5,0.0029230890,1.2241739272,0.000e+00
0.35,0.650,-0.429200,canon,6,0.0025787402,1.2354199794,0.000e+00
0.35,0.650,-0.429200,canon,7,0.0077974366,1.2293855124,0.000e+00
0.35,0.650,-0.429200,canon,8,0.0114076139,1.2743697212,0.000e+00
0.35,0.650,-0.429200,canon,9,0.0084597850,1.2647694327,0.000e+00
0.35,0.800,-0.726359,canon,0,-0.0029183170,1.1051303501,0.000e+00
0.35,0.800,-0.726359,canon,1,-0.0040984864,1.0475286193,0.000e+00
0.35,0.800,-0.726359,canon,2,0.0030103014,1.0414941523,0.000e+00
0.35,0.800,-0.726359,canon,3,0.0070908198,1.2568149080,0.000e+00
0.35,0.800,-0.726359,canon,4,0.0056218216,1.2362428613,0.000e+00
0.35,0.800,-0.726359,canon,5,0.0065874204,1.2378886250,0.000e+00
0.35,0.800,-0.726359,canon,6,-0.0013282536,1.2650437267,0.000e+00
0.35,0.800,-0.726359,canon,7,0.0035545808,1.2132021689,0.000e+00
0.35,0.800,-0.726359,canon,8,0.0136373509,1.2592835536,0.000e+00
0.35,0.800,-0.726359,canon,9,0.0054200540,1.2672380783,0.000e+00
0.35,0.950,-0.878281,canon,0,0.0041998328,1.0889470067,0.000e+00
0.35,0.950,-0.878281,canon,1,-0.0010288138,1.0524659105,0.000e+00
0.35,0.950,-0.878281,canon,2,-0.0029610258,0.9707263115,0.000e+00
0.35,0.950,-0.878281,canon,3,0.0080540706,1.3248398092,0.000e+00
0.35,0.950,-0.878281,canon,4,-0.0047734838,1.3007019410,0.000e+00
0.35,0.950,-0.878281,canon,5,0.0028095990,1.3092050537,0.000e+00
0.35,0.950,-0.878281,canon,6,-0.0102850213,1.3248398092,0.000e+00
0.35,0.950,-0.878281,canon,7,-0.0009941238,1.3105765234,0.000e+00
0.35,0.950,-0.878281,canon,8,-0.0009833868,1.2628493750,0.000e+00
0.35,0.950,-0.878281,canon,9,0.0045162271,1.2219795755,0.000e+00
0.50,0.050,0.898281,canon,0,0.6976088479,1.6035224688,0.000e+00
0.50,0.050,0.898281,canon,1,0.7793044378,1.6070882903,0.000e+00
0.50,0.050,0.898281,canon,2,0.6461589766,1.5977622957,0.000e+00
0.50,0.050,0.898281,canon,3,0.6725122263,1.6035224688,0.000e+00
0.50,0.050,0.898281,canon,4,0.5521184895,1.5974880018,0.000e+00
0.50,0.050,0.898281,canon,5,0.7375119022,1.6035224688,0.000e+00
0.50,0.050,0.898281,canon,6,0.8302483736,1.6007795293,0.000e+00
0.50,0.050,0.898281,canon,7,0.6231022315,1.6120255815,0.000e+00
0.50,0.050,0.898281,canon,8,0.7807115927,1.6059911144,0.000e+00
0.50,0.050,0.898281,canon,9,0.6475224862,1.5928250045,0.000e+00
0.50,0.150,0.810340,canon,0,0.6289459381,1.5977622957,0.000e+00
0.50,0.150,0.810340,canon,1,0.7322097388,1.6024252930,0.000e+00
0.50,0.150,0.810340,canon,2,0.5853777233,1.5922764166,0.000e+00
0.50,0.150,0.810340,canon,3,0.6059798722,1.5936478864,0.000e+00
0.50,0.150,0.810340,canon,4,0.4821209624,1.5928250045,0.000e+00
0.50,0.150,0.810340,canon,5,0.6860267702,1.5958422380,0.000e+00
0.50,0.150,0.810340,canon,6,0.7894570433,1.6079111721,0.000e+00
0.50,0.150,0.810340,canon,7,0.5576727003,1.5963908260,0.000e+00
0.50,0.150,0.810340,canon,8,0.7305007212,1.6029738809,0.000e+00
0.50,0.150,0.810340,canon,9,0.5740466239,1.5884363012,0.000e+00
0.50,0.250,0.665794,canon,0,0.4729263966,1.5878877133,0.000e+00
0.50,0.250,0.665794,canon,1,0.6287314524,1.5933735924,0.000e+00
0.50,0.250,0.665794,canon,2,0.4633622377,1.5851447737,0.000e+00
0.50,0.250,0.665794,canon,3,0.4823376360,1.5867905375,0.000e+00
0.50,0.250,0.665794,canon,4,0.3760637610,1.5925507106,0.000e+00
0.50,0.250,0.665794,canon,5,0.5668315366,1.5813046584,0.000e+00
0.50,0.250,0.665794,canon,6,0.6804924899,1.5969394139,0.000e+00
0.50,0.250,0.665794,canon,7,0.5151818510,1.5920021227,0.000e+00
0.50,0.250,0.665794,canon,8,0.6172979553,1.5963908260,0.000e+00
0.50,0.250,0.665794,canon,9,0.4169446833,1.5725272518,0.000e+00
0.50,0.325,0.510354,canon,0,0.2795591317,1.5815789523,0.000e+00
0.50,0.325,0.510354,canon,1,0.4511048971,1.5766416611,0.000e+00
0.50,0.325,0.510354,canon,2,0.3118671027,1.5749958974,0.000e+00
0.50,0.325,0.510354,canon,3,0.3328241092,1.5777388369,0.000e+00
0.50,0.325,0.510354,canon,4,0.2611721727,1.5791103067,0.000e+00
0.50,0.325,0.510354,canon,5,0.3978066431,1.5648470210,0.000e+00
0.50,0.325,0.510354,canon,6,0.5068230670,1.5774645430,0.000e+00
0.50,0.325,0.510354,canon,7,0.3695179021,1.5780131309,0.000e+00
0.50,0.325,0.510354,canon,8,0.4733207680,1.5807560704,0.000e+00
0.50,0.325,0.510354,canon,9,0.2537434179,1.5752701913,0.000e+00
0.50,0.400,0.314216,canon,0,0.1182023586,1.5648470210,0.000e+00
0.50,0.400,0.314216,canon,1,0.2188821804,1.5642984331,0.000e+00
0.50,0.400,0.314216,canon,2,0.1471121980,1.5662184908,0.000e+00
0.50,0.400,0.314216,canon,3,0.1783596156,1.5579896721,0.000e+00
0.50,0.400,0.314216,canon,4,0.1311670255,1.5634755512,0.000e+00
0.50,0.400,0.314216,canon,5,0.1987361765,1.5615554935,0.000e+00
0.50,0.400,0.314216,canon,6,0.2558544590,1.5667670787,0.000e+00
0.50,0.400,0.314216,canon,7,0.1868367236,1.5670413726,0.000e+00
0.50,0.400,0.314216,canon,8,0.2174754199,1.5678642545,0.000e+00
0.50,0.400,0.314216,canon,9,0.0946351126,1.5642984331,0.000e+00
0.50,0.450,0.165800,canon,0,0.0556522836,1.5590868479,0.000e+00
0.50,0.450,0.165800,canon,1,0.0941262665,1.5563439083,0.000e+00
0.50,0.450,0.165800,canon,2,0.0761600318,1.5588125539,0.000e+00
0.50,0.450,0.165800,canon,3,0.1058433282,1.5596354358,0.000e+00
0.50,0.450,0.165800,canon,4,0.0677764249,1.5596354358,0.000e+00
0.50,0.450,0.165800,canon,5,0.1049589763,1.5604583177,0.000e+00
0.50,0.450,0.165800,canon,6,0.1228173666,1.5585382600,0.000e+00
0.50,0.450,0.165800,canon,7,0.0899919151,1.5588125539,0.000e+00
0.50,0.450,0.165800,canon,8,0.0935255552,1.5566182023,0.000e+00
0.50,0.450,0.165800,canon,9,0.0596394400,1.5610069056,0.000e+00
0.50,0.500,0.010000,canon,0,0.0246024050,1.5536009688,0.000e+00
0.50,0.500,0.010000,canon,1,0.0395096798,1.5475665017,0.000e+00
0.50,0.500,0.010000,canon,2,0.0436010527,1.5533266748,0.000e+00
0.50,0.500,0.010000,canon,3,0.0696986815,1.5560696144,0.000e+00
0.50,0.500,0.010000,canon,4,0.0292103676,1.5483893836,0.000e+00
0.50,0.500,0.010000,canon,5,0.0626648323,1.5557953204,0.000e+00
0.50,0.500,0.010000,canon,6,0.0581781386,1.5527780869,0.000e+00
0.50,0.500,0.010000,canon,7,0.0457629595,1.5588125539,0.000e+00
0.50,0.500,0.010000,canon,8,0.0423871664,1.5497608534,0.000e+00
0.50,0.500,0.010000,canon,9,0.0387788038,1.5590868479,0.000e+00
0.50,0.550,-0.145800,canon,0,0.0129870909,1.5563439083,0.000e+00
0.50,0.550,-0.145800,canon,1,0.0182623554,1.5475665017,0.000e+00
0.50,0.550,-0.145800,canon,2,0.0334769853,1.5453721501,0.000e+00
0.50,0.550,-0.145800,canon,3,0.0539546428,1.5492122655,0.000e+00
0.50,0.550,-0.145800,canon,4,0.0121613423,1.5530523809,0.000e+00
0.50,0.550,-0.145800,canon,5,0.0378846478,1.5530523809,0.000e+00
0.50,0.550,-0.145800,canon,6,0.0271977408,1.5481150896,0.000e+00
0.50,0.550,-0.145800,canon,7,0.0205837070,1.5525037929,0.000e+00
0.50,0.550,-0.145800,canon,8,0.0224359015,1.5450978561,0.000e+00
0.50,0.550,-0.145800,canon,9,0.0248756659,1.5519552050,0.000e+00
0.50,0.650,-0.429200,canon,0,0.0019572079,1.0812667759,0.000e+00
0.50,0.650,-0.429200,canon,1,0.0141737006,1.0505458528,0.000e+00
0.50,0.650,-0.429200,canon,2,0.0185655738,1.0557574380,0.000e+00
0.50,0.650,-0.429200,canon,3,0.0087542301,1.1652007266,0.000e+00
0.50,0.650,-0.429200,canon,4,0.0079608661,1.2003103530,0.000e+00
0.50,0.650,-0.429200,canon,5,0.0019733002,1.1854984793,0.000e+00
0.50,0.650,-0.429200,canon,6,0.0220060431,1.1959216497,0.000e+00
0.50,0.650,-0.429200,canon,7,0.0050420150,1.1457258557,0.000e+00
0.50,0.650,-0.429200,canon,8,0.0046584499,1.1833041277,0.000e+00
0.50,0.650,-0.429200,canon,9,0.0199628008,1.1822069519,0.000e+00
0.50,0.800,-0.726359,canon,0,0.0065361960,1.0694721358,0.000e+00
0.50,0.800,-0.726359,canon,1,0.0094434830,1.0360082731,0.000e+00
0.50,0.800,-0.726359,canon,2,0.0205588326,1.0590489655,0.000e+00
0.50,0.800,-0.726359,canon,3,0.0280651967,1.1487430892,0.000e+00
0.50,0.800,-0.726359,canon,4,0.0051757277,1.1638292568,0.000e+00
0.50,0.800,-0.726359,canon,5,0.0075269977,1.1753496030,0.000e+00
0.50,0.800,-0.726359,canon,6,0.0067337409,1.1531317925,0.000e+00
0.50,0.800,-0.726359,canon,7,0.0046314574,1.1139077567,0.000e+00
0.50,0.800,-0.726359,canon,8,0.0320467801,1.1594405535,0.000e+00
0.50,0.800,-0.726359,canon,9,0.0059178852,1.1421600342,0.000e+00
0.50,0.950,-0.878281,canon,0,-0.0004154271,1.0546602622,0.000e+00
0.50,0.950,-0.878281,canon,1,0.0005704859,1.0176305781,0.000e+00
0.50,0.950,-0.878281,canon,2,0.0054248244,0.9729206632,0.000e+00
0.50,0.950,-0.878281,canon,3,-0.0020548076,1.1737038392,0.000e+00
0.50,0.950,-0.878281,canon,4,0.0120357057,1.1108905232,0.000e+00
0.50,0.950,-0.878281,canon,5,-0.0030267890,1.1967445316,0.000e+00
0.50,0.950,-0.878281,canon,6,-0.0157388116,1.2074419959,0.000e+00
0.50,0.950,-0.878281,canon,7,-0.0018960396,1.1701380178,0.000e+00
0.50,0.950,-0.878281,canon,8,0.0037474428,1.1169249903,0.000e+00
0.50,0.950,-0.878281,canon,9,0.0086180054,1.0798953061,0.000e+00
