i_stim,u_frozen,u_filter,group,seed,synchrony,lz_full,u_drift
0.75,0.050,0.898281,canon,0,0.6610282609,1.5738987215,0.000e+00
0.75,0.050,0.898281,canon,1,0.5922147398,1.5700586061,0.000e+00
0.75,0.050,0.898281,canon,2,0.5861221380,1.5736244276,0.000e+00
0.75,0.050,0.898281,canon,3,0.3850219097,1.5700586061,0.000e+00
0.75,0.050,0.898281,canon,4,0.2748311602,1.5793846007,0.000e+00
0.75,0.050,0.898281,canon,5,0.5916853891,1.5733501336,0.000e+00
0.75,0.050,0.898281,canon,6,0.5277574291,1.5667670787,0.000e+00
0.75,0.050,0.898281,canon,7,0.5391301787,1.5774645430,0.000e+00
0.75,0.050,0.898281,canon,8,0.5001064212,1.5821275402,0.000e+00
0.75,0.050,0.898281,canon,9,0.6575290312,1.5689614303,0.000e+00
0.75,0.150,0.810340,canon,0,0.6057887063,1.5706071941,0.000e+00
0.75,0.150,0.810340,canon,1,0.5357569584,1.5703329001,0.000e+00
0.75,0.150,0.810340,canon,2,0.5261381388,1.5749958974,0.000e+00
0.75,0.150,0.810340,canon,3,0.3437261024,1.5692357243,0.000e+00
0.75,0.150,0.810340,canon,4,0.2411543377,1.5766416611,0.000e+00
0.75,0.150,0.810340,canon,5,0.5320725355,1.5728015457,0.000e+00
0.75,0.150,0.810340,canon,6,0.4722001153,1.5711557820,0.000e+00
0.75,0.150,0.810340,canon,7,0.5172427535,1.5777388369,0.000e+00
0.75,0.150,0.810340,canon,8,0.4227476819,1.5744473094,0.000e+00
0.75,0.150,0.810340,canon,9,0.6102468807,1.5637498452,0.000e+00
0.75,0.250,0.665794,canon,0,0.4798671918,1.5659441968,0.000e+00
0.75,0.250,0.665794,canon,1,0.4322335058,1.5703329001,0.000e+00
0.75,0.250,0.665794,canon,2,0.3267158422,1.5788360127,0.000e+00
0.75,0.250,0.665794,canon,3,0.3347887269,1.5706071941,0.000e+00
0.75,0.250,0.665794,canon,4,0.1788403459,1.5791103067,0.000e+00
0.75,0.250,0.665794,canon,5,0.4192927395,1.5774645430,0.000e+00
0.75,0.250,0.665794,canon,6,0.3552423707,1.5700586061,0.000e+00
0.75,0.250,0.665794,canon,7,0.4341775894,1.5730758397,0.000e+00
0.75,0.250,0.665794,canon,8,0.4546514252,1.5695100182,0.000e+00
0.75,0.250,0.665794,canon,9,0.5174907105,1.5656699028,0.000e+00
0.75,0.325,0.510354,canon,0,0.3140167888,1.5684128424,0.000e+00
0.75,0.325,0.510354,canon,1,0.3071262749,1.5706071941,0.000e+00
0.75,0.325,0.510354,canon,2,0.2346130635,1.5744473094,0.000e+00
0.75,0.325,0.510354,canon,3,0.2549315866,1.5686871364,0.000e+00
0.75,0.325,0.510354,canon,4,0.1137827993,1.5763673671,0.000e+00
0.75,0.325,0.510354,canon,5,0.2823736594,1.5758187792,0.000e+00
0.75,0.325,0.510354,canon,6,0.2184622572,1.5758187792,0.000e+00
0.75,0.325,0.510354,canon,7,0.2515727613,1.5706071941,0.000e+00
0.75,0.325,0.510354,canon,8,0.3243545005,1.5749958974,0.000e+00
0.75,0.325,0.510354,canon,9,0.3993954026,1.5675899605,0.000e+00
0.75,0.400,0.314216,canon,0,0.1784005627,1.5700586061,0.000e+00
0.75,0.400,0.314216,canon,1,0.1728802386,1.5738987215,0.000e+00
0.75,0.400,0.314216,canon,2,0.1478170726,1.5719786638,0.000e+00
0.75,0.400,0.314216,canon,3,0.1719041763,1.5681385485,0.000e+00
0.75,0.400,0.314216,canon,4,0.0472761125,1.5763673671,0.000e+00
0.75,0.400,0.314216,canon,5,0.1334796349,1.5744473094,0.000e+00
0.75,0.400,0.314216,canon,6,0.0967511553,1.5717043699,0.000e+00
0.75,0.400,0.314216,canon,7,0.1401278099,1.5717043699,0.000e+00
0.75,0.400,0.314216,canon,8,0.1939883561,1.5758187792,0.000e+00
0.75,0.400,0.314216,canon,9,0.2430841086,1.5722529578,0.000e+00
0.75,0.450,0.165800,canon,0,0.0951553235,1.5763673671,0.000e+00
0.75,0.450,0.165800,canon,1,0.1064820317,1.5703329001,0.000e+00
0.75,0.450,0.165800,canon,2,0.1079501309,1.5717043699,0.000e+00
0.75,0.450,0.165800,canon,3,0.1051425062,1.5730758397,0.000e+00
0.75,0.450,0.165800,canon,4,0.0074611640,1.5774645430,0.000e+00
0.75,0.450,0.165800,canon,5,0.0602670795,1.5717043699,0.000e+00
0.75,0.450,0.165800,canon,6,0.0435241335,1.5758187792,0.000e+00
0.75,0.450,0.165800,canon,7,0.0736120575,1.5771902490,0.000e+00
0.75,0.450,0.165800,canon,8,0.1273132228,1.5719786638,0.000e+00
0.75,0.450,0.165800,canon,9,0.1449857993,1.5728015457,0.000e+00
0.75,0.500,0.010000,canon,0,0.0447509023,1.5741730155,0.000e+00
0.75,0.500,0.010000,canon,1,0.0685789465,1.5664927847,0.000e+00
0.75,0.500,0.010000,canon,2,0.0863411623,1.5741730155,0.000e+00
0.75,0.500,0.010000,canon,3,0.0681107690,1.5711557820,0.000e+00
0.75,0.500,0.010000,canon,4,-0.0004176238,1.5714300759,0.000e+00
0.75,0.500,0.010000,canon,5,0.0154877509,1.5725272518,0.000e+00
0.75,0.500,0.010000,canon,6,0.0215408463,1.5788360127,0.000e+00
0.75,0.500,0.010000,canon,7,0.0279165161,1.5747216034,0.000e+00
0.75,0.500,0.010000,canon,8,0.0797844055,1.5747216034,0.000e+00
0.75,0.500,0.010000,canon,9,0.0634980311,1.5733501336,0.000e+00
0.75,0.550,-0.145800,canon,0,0.0221674711,1.5717043699,0.000e+00
0.75,0.550,-0.145800,canon,1,0.0474144307,1.5651213149,0.000e+00
0.75,0.550,-0.145800,canon,2,0.0719998363,1.5684128424,0.000e+00
0.75,0.550,-0.145800,canon,3,0.0510004724,1.5670413726,0.000e+00
0.75,0.550,-0.145800,canon,4,-0.0089754519,1.5717043699,0.000e+00
0.75,0.550,-0.145800,canon,5,-0.0027114291,1.5645727270,0.000e+00
0.75,0.550,-0.145800,canon,6,0.0026558656,1.5711557820,0.000e+00
0.75,0.550,-0.145800,canon,7,0.0044073021,1.5695100182,0.000e+00
0.75,0.550,-0.145800,canon,8,0.0499444547,1.5632012572,0.000e+00
0.75,0.550,-0.145800,canon,9,0.0221542736,1.5659441968,0.000e+00
0.75,0.650,-0.429200,canon,0,0.3067558584,1.4943534742,0.000e+00
0.75,0.650,-0.429200,canon,1,0.3339759139,1.4507407351,0.000e+00
0.75,0.650,-0.429200,canon,2,0.3644790698,1.4735071335,0.000e+00
0.75,0.650,-0.429200,canon,3,0.3795186891,1.4537579687,0.000e+00
0.75,0.650,-0.429200,canon,4,0.2777310097,1.4005449411,0.000e+00
0.75,0.650,-0.429200,canon,5,0.3670874031,1.4504664412,0.000e+00
0.75,0.650,-0.429200,canon,6,0.3367027257,1.4499178533,0.000e+00
0.75,0.650,-0.429200,canon,7,0.0165811632,1.1377713309,0.000e+00
0.75,0.650,-0.429200,canon,8,0.3151776526,1.4485463835,0.000e+00
0.75,0.650,-0.429200,canon,9,0.3433619165,1.4438833862,0.000e+00
0.75,0.800,-0.726359,canon,0,0.3052159186,1.5025822929,0.000e+00
0.75,0.800,-0.726359,canon,1,0.3221752898,1.4696670181,0.000e+00
0.75,0.800,-0.726359,canon,2,0.3329614602,1.4334602159,0.000e+00
0.75,0.800,-0.726359,canon,3,0.1555957245,1.2776612487,0.000e+00
0.75,0.800,-0.726359,canon,4,0.2781413340,1.3876531252,0.000e+00
0.75,0.800,-0.726359,canon,5,0.3174923900,1.4370260373,0.000e+00
0.75,0.800,-0.726359,canon,6,0.3111635111,1.4485463835,0.000e+00
0.75,0.800,-0.726359,canon,7,0.0716515060,1.1287196304,0.000e+00
0.75,0.800,-0.726359,canon,8,0.2924028186,1.4458034439,0.000e+00
0.75,0.800,-0.726359,canon,9,0.3625601895,1.4318144521,0.000e+00
0.75,0.950,-0.878281,canon,0,0.0006285008,1.1451772678,0.000e+00
0.75,0.950,-0.878281,canon,1,-0.0008427639,1.0848325974,0.000e+00
0.75,0.950,-0.878281,canon,2,-0.0031530585,1.0535630863,0.000e+00
0.75,0.950,-0.878281,canon,3,0.0094724337,1.1152792265,0.000e+00
0.75,0.950,-0.878281,canon,4,-0.0046166681,1.0491743830,0.000e+00
0.75,0.950,-0.878281,canon,5,0.0113333116,1.1432572101,0.000e+00
0.75,0.950,-0.878281,canon,6,-0.0012148059,1.1594405535,0.000e+00
0.75,0.950,-0.878281,canon,7,-0.0129047339,1.0571289078,0.000e+00
0.75,0.950,-0.878281,canon,8,0.0059765051,1.0713921935,0.000e+00
0.75,0.950,-0.878281,canon,9,0.0157919277,1.0848325974,0.000e+00
1.00,0.050,0.898281,canon,0,0.8796135496,1.5503094413,0.000e+00
1.00,0.050,0.898281,canon,1,0.8589342187,1.5489379715,0.000e+00
1.00,0.050,0.898281,canon,2,0.8737242403,1.5544238506,0.000e+00
1.00,0.050,0.898281,canon,3,0.8644019727,1.5555210265,0.000e+00
1.00,0.050,0.898281,canon,4,0.7701340928,1.5593611418,0.000e+00
1.00,0.050,0.898281,canon,5,0.8347950601,1.5645727270,0.000e+00
1.00,0.050,0.898281,canon,6,0.8897786397,1.5505837352,0.000e+00
1.00,0.050,0.898281,canon,7,0.8613763804,1.5541495567,0.000e+00
1.00,0.050,0.898281,canon,8,0.8799363820,1.5574410842,0.000e+00
1.00,0.050,0.898281,canon,9,0.8288869136,1.5546981446,0.000e+00
1.00,0.150,0.810340,canon,0,0.8632723597,1.5450978561,0.000e+00
1.00,0.150,0.810340,canon,1,0.8457512588,1.5500351473,0.000e+00
1.00,0.150,0.810340,canon,2,0.8559920739,1.5505837352,0.000e+00
1.00,0.150,0.810340,canon,3,0.8461107458,1.5530523809,0.000e+00
1.00,0.150,0.810340,canon,4,0.7487984339,1.5571667902,0.000e+00
1.00,0.150,0.810340,canon,5,0.8104033832,1.5571667902,0.000e+00
1.00,0.150,0.810340,canon,6,0.8767330354,1.5530523809,0.000e+00
1.00,0.150,0.810340,canon,7,0.8460547396,1.5525037929,0.000e+00
1.00,0.150,0.810340,canon,8,0.8628560785,1.5530523809,0.000e+00
1.00,0.150,0.810340,canon,9,0.8110686696,1.5505837352,0.000e+00
1.00,0.250,0.665794,canon,0,0.8254849239,1.5497608534,0.000e+00
1.00,0.250,0.665794,canon,1,0.8160546977,1.5475665017,0.000e+00
1.00,0.250,0.665794,canon,2,0.8140814135,1.5483893836,0.000e+00
1.00,0.250,0.665794,canon,3,0.8127386877,1.5563439083,0.000e+00
1.00,0.250,0.665794,canon,4,0.6959843585,1.5579896721,0.000e+00
1.00,0.250,0.665794,canon,5,0.7468150425,1.5601840237,0.000e+00
1.00,0.250,0.665794,canon,6,0.8444048763,1.5527780869,0.000e+00
1.00,0.250,0.665794,canon,7,0.8086187460,1.5536009688,0.000e+00
1.00,0.250,0.665794,canon,8,0.8207246304,1.5563439083,0.000e+00
1.00,0.250,0.665794,canon,9,0.7693534608,1.5568924962,0.000e+00
1.00,0.325,0.510354,canon,0,0.7614663673,1.5525037929,0.000e+00
1.00,0.325,0.510354,canon,1,0.7640040585,1.5423549166,0.000e+00
1.00,0.325,0.510354,canon,2,0.7336055536,1.5478407957,0.000e+00
1.00,0.325,0.510354,canon,3,0.7589826990,1.5505837352,0.000e+00
1.00,0.325,0.510354,canon,4,0.6170153575,1.5566182023,0.000e+00
1.00,0.325,0.510354,canon,5,0.6549989640,1.5568924962,0.000e+00
1.00,0.325,0.510354,canon,6,0.7831603827,1.5527780869,0.000e+00
1.00,0.325,0.510354,canon,7,0.7403929645,1.5549724385,0.000e+00
1.00,0.325,0.510354,canon,8,0.7547304605,1.5533266748,0.000e+00
1.00,0.325,0.510354,canon,9,0.6998771031,1.5527780869,0.000e+00
1.00,0.400,0.314216,canon,0,0.6182430840,1.5467436199,0.000e+00
1.00,0.400,0.314216,canon,1,0.6460213046,1.5445492682,0.000e+00
1.00,0.400,0.314216,canon,2,0.5329312619,1.5530523809,0.000e+00
1.00,0.400,0.314216,canon,3,0.6354042036,1.5560696144,0.000e+00
1.00,0.400,0.314216,canon,4,0.4883362146,1.5563439083,0.000e+00
1.00,0.400,0.314216,canon,5,0.4901423259,1.5621040814,0.000e+00
1.00,0.400,0.314216,canon,6,0.6455707433,1.5489379715,0.000e+00
1.00,0.400,0.314216,canon,7,0.5904276418,1.5530523809,0.000e+00
1.00,0.400,0.314216,canon,8,0.6136441177,1.5577153781,0.000e+00
1.00,0.400,0.314216,canon,9,0.5594840889,1.5593611418,0.000e+00
1.00,0.450,0.165800,canon,0,0.4629955034,1.5519552050,0.000e+00
1.00,0.450,0.165800,canon,1,0.5173974668,1.5459207380,0.000e+00
1.00,0.450,0.165800,canon,2,0.4079904265,1.5536009688,0.000e+00
1.00,0.450,0.165800,canon,3,0.4967174161,1.5568924962,0.000e+00
1.00,0.450,0.165800,canon,4,0.3490836845,1.5626526693,0.000e+00
1.00,0.450,0.165800,canon,5,0.3417402436,1.5610069056,0.000e+00
1.00,0.450,0.165800,canon,6,0.4843845491,1.5497608534,0.000e+00
1.00,0.450,0.165800,canon,7,0.4351296269,1.5560696144,0.000e+00
1.00,0.450,0.165800,canon,8,0.4697716419,1.5557953204,0.000e+00
1.00,0.450,0.165800,canon,9,0.4108520625,1.5577153781,0.000e+00
1.00,0.500,0.010000,canon,0,0.2758635148,1.5494865594,0.000e+00
1.00,0.500,0.010000,canon,1,0.3494963107,1.5475665017,0.000e+00
1.00,0.500,0.010000,canon,2,0.2920381509,1.5546981446,0.000e+00
1.00,0.500,0.010000,canon,3,0.3414524744,1.5629269633,0.000e+00
1.00,0.500,0.010000,canon,4,0.2259140244,1.5601840237,0.000e+00
1.00,0.500,0.010000,canon,5,0.2044646659,1.5615554935,0.000e+00
1.00,0.500,0.010000,canon,6,0.3169412581,1.5590868479,0.000e+00
1.00,0.500,0.010000,canon,7,0.2708915739,1.5588125539,0.000e+00
1.00,0.500,0.010000,canon,8,0.3173247700,1.5593611418,0.000e+00
1.00,0.500,0.010000,canon,9,0.2462936156,1.5571667902,0.000e+00
1.00,0.550,-0.145800,canon,0,0.1443707993,1.5560696144,0.000e+00
1.00,0.550,-0.145800,canon,1,0.2182619306,1.5536009688,0.000e+00
1.00,0.550,-0.145800,canon,2,0.2007617101,1.5557953204,0.000e+00
1.00,0.550,-0.145800,canon,3,0.2145917036,1.5601840237,0.000e+00
1.00,0.550,-0.145800,canon,4,0.1185842953,1.5604583177,0.000e+00
1.00,0.550,-0.145800,canon,5,0.0992158085,1.5626526693,0.000e+00
1.00,0.550,-0.145800,canon,6,0.1720767780,1.5585382600,0.000e+00
1.00,0.550,-0.145800,canon,7,0.1460727780,1.5612811995,0.000e+00
1.00,0.550,-0.145800,canon,8,0.1985082112,1.5607326116,0.000e+00
1.00,0.550,-0.145800,canon,9,0.1168364111,1.5612811995,0.000e+00
1.00,0.650,-0.429200,canon,0,0.2986607788,1.5766416611,0.000e+00
1.00,0.650,-0.429200,canon,1,0.3113425511,1.5760930732,0.000e+00
1.00,0.650,-0.429200,canon,2,0.3493307760,1.5769159551,0.000e+00
1.00,0.650,-0.429200,canon,3,0.3129527445,1.5684128424,0.000e+00
1.00,0.650,-0.429200,canon,4,0.2557571114,1.5571667902,0.000e+00
1.00,0.650,-0.429200,canon,5,0.3201679701,1.5541495567,0.000e+00
1.00,0.650,-0.429200,canon,6,0.2575115564,1.5758187792,0.000e+00
1.00,0.650,-0.429200,canon,7,0.3146358596,1.5393376830,0.000e+00
1.00,0.650,-0.429200,canon,8,0.3598376327,1.5933735924,0.000e+00
1.00,0.650,-0.429200,canon,9,0.3175932998,1.5585382600,0.000e+00
1.00,0.800,-0.726359,canon,0,0.2714602259,1.5793846007,0.000e+00
1.00,0.800,-0.726359,canon,1,0.2648061279,1.5588125539,0.000e+00
1.00,0.800,-0.726359,canon,2,0.2824222838,1.5670413726,0.000e+00
1.00,0.800,-0.726359,canon,3,0.3358097591,1.5656699028,0.000e+00
1.00,0.800,-0.726359,canon,4,0.1975457600,1.5492122655,0.000e+00
1.00,0.800,-0.726359,canon,5,0.3136730281,1.5497608534,0.000e+00
1.00,0.800,-0.726359,canon,6,0.2767164351,1.5626526693,0.000e+00
1.00,0.800,-0.726359,canon,7,0.3036572079,1.5401605649,0.000e+00
1.00,0.800,-0.726359,canon,8,0.2745440049,1.5749958974,0.000e+00
1.00,0.800,-0.726359,canon,9,0.2961597851,1.5514066171,0.000e+00
1.00,0.950,-0.878281,canon,0,0.0477455789,1.3286799246,0.000e+00
1.00,0.950,-0.878281,canon,1,0.0704060940,1.2779355426,0.000e+00
1.00,0.950,-0.878281,canon,2,0.0698372495,1.2784841305,0.000e+00
1.00,0.950,-0.878281,canon,3,0.0942987161,1.3437660922,0.000e+00
1.00,0.950,-0.878281,canon,4,0.0284622196,1.2101849354,0.000e+00
1.00,0.950,-0.878281,canon,5,0.0558994792,1.2809527762,0.000e+00
1.00,0.950,-0.878281,canon,6,0.0580422374,1.3519949108,0.000e+00
1.00,0.950,-0.878281,canon,7,0.0218980341,1.1956473557,0.000e+00
1.00,0.950,-0.878281,canon,8,0.0362180534,1.2258196909,0.000e+00
1.00,0.950,-0.878281,canon,9,-0.0090091691,1.2598321415,0.000e+00
1.00,0.050,0.898281,repli,3041,0.8705212458,1.5516809111,0.000e+00
1.00,0.050,0.898281,repli,3042,0.8525060450,1.5557953204,0.000e+00
1.00,0.050,0.898281,repli,3043,0.8656572359,1.5555210265,0.000e+00
1.00,0.050,0.898281,repli,3044,0.8712117086,1.5555210265,0.000e+00
1.00,0.050,0.898281,repli,3045,0.8742545340,1.5519552050,0.000e+00
1.00,0.050,0.898281,repli,3046,0.7935718610,1.5536009688,0.000e+00
1.00,0.050,0.898281,repli,3047,0.9065728924,1.5505837352,0.000e+00
1.00,0.050,0.898281,repli,3048,0.8399808406,1.5563439083,0.000e+00
1.00,0.050,0.898281,repli,3049,0.8902076540,1.5486636776,0.000e+00
1.00,0.050,0.898281,repli,3050,0.8184807472,1.5500351473,0.000e+00
1.00,0.150,0.810340,repli,3041,0.8587941143,1.5530523809,0.000e+00
1.00,0.150,0.810340,repli,3042,0.8347830586,1.5489379715,0.000e+00
1.00,0.150,0.810340,repli,3043,0.8521448743,1.5579896721,0.000e+00
1.00,0.150,0.810340,repli,3044,0.8569458709,1.5555210265,0.000e+00
1.00,0.150,0.810340,repli,3045,0.8578841270,1.5536009688,0.000e+00
1.00,0.150,0.810340,repli,3046,0.7720449652,1.5546981446,0.000e+00
1.00,0.150,0.810340,repli,3047,0.8936647591,1.5481150896,0.000e+00
1.00,0.150,0.810340,repli,3048,0.8186830334,1.5579896721,0.000e+00
1.00,0.150,0.810340,repli,3049,0.8747831947,1.5544238506,0.000e+00
1.00,0.150,0.810340,repli,3050,0.8184088636,1.5503094413,0.000e+00
1.00,0.250,0.665794,repli,3041,0.8272052818,1.5483893836,0.000e+00
1.00,0.250,0.665794,repli,3042,0.7939823358,1.5522294990,0.000e+00
1.00,0.250,0.665794,repli,3043,0.8188227282,1.5544238506,0.000e+00
1.00,0.250,0.665794,repli,3044,0.8079039751,1.5599097298,0.000e+00
1.00,0.250,0.665794,repli,3045,0.8169946342,1.5514066171,0.000e+00
1.00,0.250,0.665794,repli,3046,0.7224955355,1.5549724385,0.000e+00
1.00,0.250,0.665794,repli,3047,0.8612373398,1.5500351473,0.000e+00
1.00,0.250,0.665794,repli,3048,0.7677124579,1.5571667902,0.000e+00
1.00,0.250,0.665794,repli,3049,0.8374630844,1.5525037929,0.000e+00
1.00,0.250,0.665794,repli,3050,0.7608153189,1.5472922078,0.000e+00
1.00,0.325,0.510354,repli,3041,0.7658839553,1.5549724385,0.000e+00
1.00,0.325,0.510354,repli,3042,0.7201769056,1.5481150896,0.000e+00
1.00,0.325,0.510354,repli,3043,0.7179332280,1.5492122655,0.000e+00
1.00,0.325,0.510354,repli,3044,0.7425637193,1.5527780869,0.000e+00
1.00,0.325,0.510354,repli,3045,0.7442356338,1.5527780869,0.000e+00
1.00,0.325,0.510354,repli,3046,0.6399244859,1.5571667902,0.000e+00
1.00,0.325,0.510354,repli,3047,0.8021244426,1.5478407957,0.000e+00
1.00,0.325,0.510354,repli,3048,0.6823591091,1.5555210265,0.000e+00
1.00,0.325,0.510354,repli,3049,0.7684045897,1.5514066171,0.000e+00
1.00,0.325,0.510354,repli,3050,0.6687536674,1.5486636776,0.000e+00
1.00,0.400,0.314216,repli,3041,0.6390335859,1.5533266748,0.000e+00
1.00,0.400,0.314216,repli,3042,0.5854009908,1.5489379715,0.000e+00
1.00,0.400,0.314216,repli,3043,0.5884890691,1.5536009688,0.000e+00
1.00,0.400,0.314216,repli,3044,0.5872085758,1.5552467325,0.000e+00
1.00,0.400,0.314216,repli,3045,0.5947015784,1.5546981446,0.000e+00
1.00,0.400,0.314216,repli,3046,0.4695405278,1.5505837352,0.000e+00
1.00,0.400,0.314216,repli,3047,0.5754280375,1.5442749742,0.000e+00
1.00,0.400,0.314216,repli,3048,0.5174920671,1.5563439083,0.000e+00
1.00,0.400,0.314216,repli,3049,0.6079075150,1.5541495567,0.000e+00
1.00,0.400,0.314216,repli,3050,0.5124181362,1.5505837352,0.000e+00
1.00,0.450,0.165800,repli,3041,0.5112760616,1.5571667902,0.000e+00
1.00,0.450,0.165800,repli,3042,0.4442503099,1.5541495567,0.000e+00
1.00,0.450,0.165800,repli,3043,0.4429472648,1.5505837352,0.000e+00
1.00,0.450,0.165800,repli,3044,0.4334036602,1.5546981446,0.000e+00
1.00,0.450,0.165800,repli,3045,0.4366130440,1.5577153781,0.000e+00
1.00,0.450,0.165800,repli,3046,0.3515372266,1.5560696144,0.000e+00
1.00,0.450,0.165800,repli,3047,0.4307985598,1.5525037929,0.000e+00
1.00,0.450,0.165800,repli,3048,0.3690899418,1.5555210265,0.000e+00
1.00,0.450,0.165800,repli,3049,0.4322804205,1.5538752627,0.000e+00
1.00,0.450,0.165800,repli,3050,0.3687102228,1.5522294990,0.000e+00
1.00,0.500,0.010000,repli,3041,0.3664647500,1.5541495567,0.000e+00
1.00,0.500,0.010000,repli,3042,0.3252067964,1.5610069056,0.000e+00
1.00,0.500,0.010000,repli,3043,0.2875295696,1.5574410842,0.000e+00
1.00,0.500,0.010000,repli,3044,0.2836152392,1.5489379715,0.000e+00
1.00,0.500,0.010000,repli,3045,0.2713003050,1.5590868479,0.000e+00
1.00,0.500,0.010000,repli,3046,0.2475486380,1.5541495567,0.000e+00
1.00,0.500,0.010000,repli,3047,0.2689040205,1.5533266748,0.000e+00
1.00,0.500,0.010000,repli,3048,0.2273896951,1.5601840237,0.000e+00
1.00,0.500,0.010000,repli,3049,0.2572989207,1.5522294990,0.000e+00
1.00,0.500,0.010000,repli,3050,0.2365684147,1.5511323232,0.000e+00
1.00,0.550,-0.145800,repli,3041,0.2376524593,1.5579896721,0.000e+00
1.00,0.550,-0.145800,repli,3042,0.2219086580,1.5544238506,0.000e+00
1.00,0.550,-0.145800,repli,3043,0.1706893421,1.5557953204,0.000e+00
1.00,0.550,-0.145800,repli,3044,0.1670742150,1.5519552050,0.000e+00
1.00,0.550,-0.145800,repli,3045,0.1426162809,1.5615554935,0.000e+00
1.00,0.550,-0.145800,repli,3046,0.1640344664,1.5519552050,0.000e+00
1.00,0.550,-0.145800,repli,3047,0.1550665244,1.5500351473,0.000e+00
1.00,0.550,-0.145800,repli,3048,0.1101649800,1.5555210265,0.000e+00
1.00,0.550,-0.145800,repli,3049,0.1175239715,1.5574410842,0.000e+00
1.00,0.550,-0.145800,repli,3050,0.1380918565,1.5546981446,0.000e+00
1.00,0.650,-0.429200,repli,3041,0.3262376312,1.5648470210,0.000e+00
1.00,0.650,-0.429200,repli,3042,0.3067186104,1.5870648314,0.000e+00
1.00,0.650,-0.429200,repli,3043,0.3303814146,1.5802074825,0.000e+00
1.00,0.650,-0.429200,repli,3044,0.2865925271,1.5656699028,0.000e+00
1.00,0.650,-0.429200,repli,3045,0.3112671280,1.5538752627,0.000e+00
1.00,0.650,-0.429200,repli,3046,0.3598791742,1.5316574523,0.000e+00
1.00,0.650,-0.429200,repli,3047,0.2383043728,1.5659441968,0.000e+00
1.00,0.650,-0.429200,repli,3048,0.3123874996,1.5659441968,0.000e+00
1.00,0.650,-0.429200,repli,3049,0.2991554722,1.5508580292,0.000e+00
1.00,0.650,-0.429200,repli,3050,0.3100698763,1.5267201610,0.000e+00
1.00,0.800,-0.726359,repli,3041,0.2576884697,1.5514066171,0.000e+00
1.00,0.800,-0.726359,repli,3042,0.2386613337,1.5749958974,0.000e+00
1.00,0.800,-0.726359,repli,3043,0.2614921741,1.5719786638,0.000e+00
1.00,0.800,-0.726359,repli,3044,0.2745196193,1.5522294990,0.000e+00
1.00,0.800,-0.726359,repli,3045,0.2602984494,1.5511323232,0.000e+00
1.00,0.800,-0.726359,repli,3046,0.3178505407,1.5141026391,0.000e+00
1.00,0.800,-0.726359,repli,3047,0.2939000631,1.5664927847,0.000e+00
1.00,0.800,-0.726359,repli,3048,0.3090971368,1.5431777984,0.000e+00
1.00,0.800,-0.726359,repli,3049,0.2783005916,1.5557953204,0.000e+00
1.00,0.800,-0.726359,repli,3050,0.2638674128,1.5311088643,0.000e+00
1.00,0.950,-0.878281,repli,3041,0.1970339407,1.3646124328,0.000e+00
1.00,0.950,-0.878281,repli,3042,0.0538036443,1.3517206169,0.000e+00
1.00,0.950,-0.878281,repli,3043,0.0828534770,1.3083821718,0.000e+00
1.00,0.950,-0.878281,repli,3044,0.0565209326,1.2348713915,0.000e+00
1.00,0.950,-0.878281,repli,3045,0.0281833738,1.3231940454,0.000e+00
1.00,0.950,-0.878281,repli,3046,0.0041217009,1.2247225151,0.000e+00
1.00,0.950,-0.878281,repli,3047,0.1842096624,1.3533663806,0.000e+00
1.00,0.950,-0.878281,repli,3048,0.0036937493,1.2516033228,0.000e+00
1.00,0.950,-0.878281,repli,3049,0.1212202872,1.3519949108,0.000e+00
1.00,0.950,-0.878281,repli,3050,0.0483275079,1.2217052816,0.000e+00
